x,y,label
-6.023984050891114,6.6052069264886795,1
-6.215093519647715,6.738263120047623,1
-5.608261165754027,6.376128182609843,1
-5.505663449775056,9.569505850297984,0
-5.5109171349719475,9.7276481996836,0
-2.0958321323869757,8.549846039657718,1
-6.276069990825306,10.478199944385487,0
-6.205578067856756,6.739847542504684,1
-3.714021807651667,6.688628676175069,1
-10.497486248958927,9.121148283324708,0
-7.536539506452597,7.524284906477102,1
-5.074334981726967,6.627968610990303,1
-10.213588565023123,10.13039008155912,0
-6.55189069975021,7.109785509673204,1
-9.229498798891411,10.760277730579471,0
-2.2521639343164175,8.375940185136937,1
-6.682577870196491,7.278719913493818,1
-6.397656818041899,10.544048870323348,0
-6.979809899805039,7.7265069600230545,1
-8.003715214133829,10.918976280613602,0
-4.902731468934773,8.634121773228063,0
-6.7249028608864245,7.20982552974927,1
-2.1493947447730664,9.242025388377064,1
-5.4861901010103615,7.846341853799856,0
-7.225363818279958,10.700705263555308,0
-6.034280720773016,6.571847521621848,1
-5.321328941491444,9.230703217744,0
-5.618873500178696,9.861410087172523,0
-4.85903295850137,8.448661757681462,0
-7.239166028946714,10.928585803639809,0
-3.384614370526613,6.863184171318268,1
-5.21371996801077,6.450591568927195,1
-5.6848390688553785,10.027682430237775,0
-7.628815894936619,8.43006215194326,1
-7.673416308816715,9.007867562451953,1
-10.352635741756274,9.978145781251131,0
-8.28135353369602,10.889101778294247,0
-10.616738325353083,9.447590655405852,0
-8.755967515410575,11.052224051098625,0
-1.9501769134484768,9.24652590372881,1
-9.365060018685012,10.644171139484808,0
-3.16756827257327,7.12985886281815,1
-5.322715410880219,8.988748599810913,0
-5.277452983443728,9.569911133439472,0
-7.09784569335284,7.369998559717162,1
-1.858358611213518,8.865783550618753,1
-2.4676510272315246,7.738744608106167,1
-5.397987460373397,9.599578463662032,0
-6.124956530947426,10.557840462547665,0
-4.431147064984395,6.526432956444397,1
-7.376762521304964,10.907883245547605,0
-3.855351974027549,6.687857295912234,1
-3.114981199674892,7.243779106411447,1
-2.1822156389393896,9.219419661754626,1
-3.826832498939723,6.625876472509248,1
-4.836638543011343,8.367795212308106,0
-10.800907892190882,8.882744070042529,0
-5.802681400437558,9.905930057589883,0
-6.8590987218471415,7.052931295869094,1
-8.996021027460685,10.751959393635005,0
-7.074370241685832,10.762245039707665,0
-7.388344647451627,7.684514823050655,1
-8.887741678018928,10.937532134333729,0
-8.435020877590848,10.886632479813233,0
-2.4125072145523454,8.144035623761829,1
-7.1211895781254135,10.58150167977613,0
-7.94350963238104,8.488921313999755,1
-4.957093101503532,8.370841089524525,0
-5.004632639161275,8.860274743738199,0
-3.4598759386525426,6.7768354228713505,1
-7.061501884005059,7.274580279442834,1
-3.4515922159492876,6.777839147113836,1
-6.422098022863824,10.827987048303703,0
-7.407711543937296,7.748843527338409,1
-7.277621872853801,10.875292460927389,0
-7.941453139740146,11.0017852493464,0
-7.124938887084404,10.758017069368147,0
-7.630988193971844,8.139937807822863,1
-4.163471930441212,6.708415092202517,1
-8.585082900083744,10.744168148067113,0
-7.799382739778322,8.884269420481191,1
-8.626989510772402,10.722537295698123,0
-7.632421710565926,7.7615641689709785,1
-2.5739066271333675,8.210044615596798,1
-4.397785265223641,6.609275216896221,1
-6.9932766528783725,11.125207664383778,0
-7.782644349057874,10.912531997653089,0
-6.965987766265943,7.1975275936806895,1
-5.303509116304392,9.063211058531039,0
-6.454452009832318,10.5992390786187,0
-10.279140745939577,10.41911925824557,0
-5.0374659035620635,8.53395118917171,0
-11.158298760558626,8.601941358784256,0
-7.329081422543208,7.617148888786267,1
-2.801746092186283,7.6271328205686935,1
-2.2014922741332548,8.98227073594419,1
-8.698040289252628,10.990449676184022,0
-2.1903511645794094,8.029652468871644,1
-2.256602572573305,9.293893804469738,1
-5.07478339629454,6.390316930965824,1
-6.139688412074343,10.537428964596243,0
-6.4924066291203495,7.017451804258597,1
-1.809867670796903,8.92680668514071,1
-10.647797598059643,9.624091236267606,0
-6.654424624266598,7.269480716482283,1
-10.37750663754097,10.106590959738078,0
-4.960216186501762,8.572683518262304,0
-4.7057229136427114,6.231441217217082,1
-5.275982389555461,9.27293572719348,0
-9.72204244842425,10.293141560213291,0
-2.625590422099566,7.18049797231071,1
-2.574609444933037,8.14527030456412,1
-3.7085288732672703,6.760578230850866,1
-11.111750155764073,9.059407749913541,0
-2.99651480958625,7.559932669011748,1
-2.5238348454286452,7.587603456934647,1
-2.0837087225853494,9.141798704096985,1
-4.785211583831703,6.651659956531645,1
-7.707731551846798,8.011301367189184,1
-10.80370714146478,9.137614335245622,0
-9.428870249653844,10.491211679237885,0
-5.456078509744533,6.343600696311157,1
-8.893530528180012,10.75993785343658,0
-8.090051152295093,9.233393446822683,1
-10.781277843064847,9.1321589488941,0
-5.056250348149999,9.045418447479047,0
-10.613093205340503,9.520265485612175,0
-7.276849135888783,10.555690877899604,0
-9.978509676034152,10.640845157264248,0
-9.811979756581009,10.14476551878569,0
-4.5900141416853595,6.5641808169141935,1
-5.059451555783729,9.857896410906053,0
-2.2175537979640243,8.283893178069476,1
-2.4575511940248598,8.411324861552501,1
-11.086967164829684,8.184419662375387,0
-11.076701005862208,8.186046541833532,0
-6.077627548009192,10.624921931495336,0
-8.813717300626507,11.10986436168354,0
-10.438679119445826,9.60173386382951,0
-4.786439062313347,8.379540046340148,0
-2.990651416687582,7.39465978843802,1
-5.1562757259960055,6.292683651126219,1
-4.90242257759612,8.782784837373134,0
-11.150302599618502,8.678883815101779,0
-8.520053234399983,10.897037286618836,0
-7.4212962867668875,10.795185121093498,0
-2.8980113015500573,7.227756934759189,1
-7.544951463932516,7.970923487977951,1
-8.034184577827988,9.264150720200881,1
-7.938140346428737,8.681516392901912,1
-4.064452723723072,6.479398176333751,1
-10.4638164771336,9.802668242696635,0
-7.976526659052261,11.068975782970714,0
-11.0296243991283,8.728821680668537,0
-10.41262220283831,9.65763051395994,0
-8.0632092280402,8.481152312022202,1
-7.836411126650298,10.86176259478503,0
-6.670349821791559,10.485289547594675,0
-9.378543941856586,10.487962996470037,0
-8.172567491384543,11.00617734669991,0
-10.293997511253979,10.019106078214964,0
-4.724425580526355,6.416056131020835,1
-7.9992766812817075,10.827954060352049,0
-5.588092175181651,6.7914515565532145,1
-7.091604258656332,10.594096983363485,0
-5.130023426909142,9.088737875921133,0
-5.494043753401334,9.640328716021376,0
-10.186167147368543,10.017166628003945,0
-9.14890279903626,10.730158362067774,0
-6.625289492403487,10.630213690654221,0
-10.954161074081673,8.771610713052828,0
-7.914346731680294,9.039094609061923,1
-7.89705123501117,9.216871690198623,1
-4.104922675801283,6.550117417564882,1
-10.786310390350794,8.385915492575291,0
-9.762327751817134,10.471436479554548,0
-10.546382516689482,9.913567646677235,0
-7.678135164091804,8.405068056239905,1
-7.5285040449036655,10.93724101486221,0
-2.484191641153709,7.356916472672385,1
-5.485602349284506,6.661206520046421,1
-3.552486730137053,7.17888713852812,1
-7.945496302532605,9.288169155932788,1
-4.830290644869838,6.8415363826682105,1
-10.95781238783743,8.3359366277325,0
-4.498924864273467,6.427167062053384,1
-5.687971031947379,6.483714685263633,1
-7.978909890380738,9.179305574771567,1
-5.251655339994317,6.567542609525706,1
-9.472007799958593,10.443575309624102,0
-5.619305822637177,9.624600017748904,0
-5.116652334593199,8.6020758150126,0
-6.299267403163857,6.715177173772564,1
-10.862930426999306,8.402664946440416,0
-3.146508989408087,7.375149793618578,1
-8.976478077998806,10.687270331449755,0
-11.225458827609776,8.720778988025993,0
-6.401845151546892,6.893586088010116,1
-2.935834139476081,7.115138240784486,1
-8.72916027615666,10.812004423228897,0
-2.348926060698581,8.174103057720849,1
-2.008714003500021,8.84173499141455,1
-5.7374276967063285,6.635244721860135,1
-1.866071678685258,8.770020715951295,1
-10.505699737517194,9.13440977968641,0
-7.414204451574392,7.514837292701622,1
-9.900837715597786,10.478209302423641,0
-10.760333128696033,9.87795948213151,0
-7.990193663462234,8.988841040979363,1
-8.131530729514854,8.903492756844443,1
-1.8968093391798835,9.16271895270257,1
-5.195151764163132,7.905452914683337,0
-7.96950231663299,9.058505616566089,1
-9.041534350884103,10.602036641238481,0
-2.8040933411589375,7.4554082237995365,1
-8.06268152773164,8.10108390318051,1
-5.310471680822387,9.360976214806987,0
-8.956517895150032,10.903502311367184,0
-4.76644917046728,6.346549359575025,1
-7.147514062711444,7.902244543393298,1
-4.330347804344115,6.5715975003880285,1
-3.061090833443731,7.1642653635584095,1
-9.629025793564896,10.49075633124692,0
-7.002317342352837,10.745994368536133,0
-4.104331219222011,6.688456449947587,1
-5.380098051322725,9.61637081512922,0
-7.8276662006013815,11.109082310315266,0
-2.048658585514133,8.023687076314694,1
-8.670259667501584,10.879759401810896,0
-6.921629163808558,6.918742033390977,1
-7.296703622884616,7.650353757556488,1
-9.651124016136238,10.597102842514255,0
-10.881394016357161,8.079688042531082,0
-5.550443903199122,6.6107322280652845,1
-5.950551052879836,10.110633005264171,0
-2.0364632456504035,9.393912625108381,1
-6.480540309108816,10.713137524323699,0
-5.22857941160429,6.678974995690833,1
-7.690393635882828,11.055064297160541,0
-10.907305574961509,8.103105691084995,0
-6.762840748546211,10.566981284183026,0
-10.49606066722965,9.407026615397507,0
-5.137890989532225,8.751789813473726,0
-5.599188119342605,9.437257739757884,0
-5.552596455058349,9.437299033303233,0
-11.04368904971793,9.195011418269607,0
-10.4424066572473,10.366955264200563,0
-4.155825975490592,6.597620292369404,1
-2.2150194456629198,8.675604893920099,1
-10.397042727032495,9.97690851327891,0
-7.4040412703575225,7.751130689103032,1
-7.664994807619861,8.013102562817387,1
-9.664332144267076,10.208060204571897,0
-8.227160801304148,11.111386003332537,0
-2.250201685571894,8.215857239462123,1
-6.012177397249612,10.301480864707454,0
-7.10313451862235,7.167215889068896,1
-5.0454152869495665,6.354176537355296,1
-4.764327599911402,6.249687984550519,1
-10.795618308819371,8.616370363417829,0
-5.631727562351983,10.037301847870271,0
-1.8199479980441886,9.008923629373157,1
-8.170656999448452,8.519571211336759,1
-6.550331858194808,6.881264231339468,1
-3.5095354512689703,6.744640400426188,1
-4.978613670313283,8.086011827766674,0
-6.460359642508282,6.619385409038361,1
-2.7775260819345693,7.446335898801593,1
-8.420265121062544,11.1455180236049,0
-7.621126156272776,8.204897135534743,1
-3.0947767493041773,7.1514651365089446,1
-7.912169421040958,8.485851798083766,1
-10.953064091294088,8.902566995429517,0
-7.790421805991108,10.980515489855108,0
-7.5722867325702525,8.18343140508003,1
-6.419721598437178,10.812403392453238,0
-5.9639278126034245,10.384354092656595,0
-5.308317221882186,9.437170779220537,0
-5.765548537274943,6.771914630497543,1
-7.865379295941556,8.768093950713817,1
-2.8109372470167973,7.534509375607656,1
-5.30825841065775,9.394752031985275,0
-4.017884899104959,6.455916307692089,1
-7.303929227331173,7.740676451436616,1
-6.104270730927815,6.9074687881923715,1
-10.577818280524921,9.37052822923694,0
-3.2592938400144273,6.815041842825032,1
-9.92061477992069,10.28049676197767,0
-6.416286681887833,10.381272886059932,0
