x,y
1.9252519957783996,-12.039197165602108
-2.345109937876453,5.068519926272572
-7.814859308912303,-10.640519928863053
-6.659242787926814,-9.441390329370245
-9.324725425424786,-3.839337559934835
9.347845669553035,-1.3275430812167137
-10.052097342310244,-14.468381483275085
3.6435499980729205,-5.12418995347632
7.030162828224331,3.3304238060105007
6.340591692073097,-8.511166159687592
3.541224608350312,-8.75205429082561
10.189412959538412,2.623515326174914
-6.371309722472896,-8.585539613355312
-9.971087865571432,4.403785949225178
-9.22224499947029,1.3686381673179326
-7.984834837937522,3.405530522059859
6.844462216986681,6.951495865099037
5.386918945003455,-11.084521423485732
-12.73432141096797,4.535407899076379
-5.190058011968112,-3.6103248253697053
-14.276680546736518,-8.889104613519015
-14.208576009992727,10.042338297901416
-8.557153603993338,0.20862820838781104
-14.06567603465868,3.5545857866555792
-6.411311953078185,10.614716006036396
8.81643360667693,-6.8812845344765385
9.162511539359375,13.616278812860589
7.126761750751623,8.993900918806926
-8.405923205347303,0.800310287512648
-13.303694534939092,-13.920054134511739
11.80151954434973,-6.840078679369784
5.045564569930836,7.8265519776628345
8.00545293275156,13.661212017418439
-8.608359054271977,-15.58728877446306
-4.035514152480781,-12.845697685252285
-14.511748460094331,-5.807738502169377
6.003662608101905,0.4788317366258745
-6.687505764184733,3.1724982539308755
-8.86377500699663,-16.38075302898145
5.4812903382400116,2.2375837889195864
5.426027575918123,-15.630455547637093
7.44215348558026,2.108741772871163
0.06598787294139896,2.2641950590126463
8.178185304255326,1.1130015566717226
0.5390507809773464,13.448889109080646
5.275864173082713,-3.3063881062785754
3.9464621409276575,-4.927676611690332
-8.948463173487967,1.4159541757810992
9.896052967853915,11.568617005760462
-5.902600205204761,-0.6975895640478704
