x,y
3.9731065811735586,-10.447517404780065
-0.8193572400946394,6.633780910613622
-6.957847695787352,-9.051000090436736
-5.6609434862317976,-7.853722259750403
-8.652312673408527,-2.2603205206748953
12.303199485288095,0.24759509235103216
-9.468614347701646,-12.872950428392294
5.901486689954163,-3.5431887670614
9.702152703116296,4.898368864015916
8.928273398846839,-6.924934598766372
5.786650819865967,-7.165450735811943
13.24765825788815,4.192552035218339
-5.337807222708172,-6.999193200426779
-9.377700511244146,5.970073456173813
-8.537302812088708,2.939612733937148
-7.1486047290342025,4.973359595709626
9.493748011717662,8.513849043554606
7.858002960727552,-9.494315930966547
-12.478771802569941,6.101492147410527
-4.012133620714394,-2.03166144149308
-14.209702452573874,-7.3022894170676
-14.133271336551465,11.599918409621568
-7.790896184224251,1.7813941328869856
-13.972900161347022,5.1221846801066935
-5.382700195698357,12.171412217312513
11.706816058054907,-5.2975699358195225
12.095206081544182,15.16833982842583
9.810561978156207,10.553100091248263
-7.621176093644763,2.372162500584855
-13.11775747634365,-12.325469840046342
15.05686380153257,-5.256427713298573
7.474914005228404,9.387553841286506
10.796683474466464,15.213203644398318
-7.848362102037472,-13.99012983493791
-2.7164332181199935,-11.252772477311494
-14.473510178431935,-4.225681738541855
8.550150778246627,2.051180396414713
-5.692661943192075,4.740687190171981
-8.13500565399514,-14.782368773730468
7.963912364865992,3.80721647689842
7.901893080972572,-14.033229947357281
10.164514055796522,3.6785734265217496
1.8865255884350507,3.833786652250863
10.990534406554827,2.6843708928818
2.417425991531756,15.001208617999831
7.733370438969883,-1.7281940799557898
6.241433398970392,-3.3469788931211983
-8.230047943221411,2.986855674144339
12.918431562681024,13.123840145138013
-4.811792463516765,0.8765757970122738
