x,y
-2.7740489552503305,22.94351086793107
1.8763967358874654,20.689930373816193
8.669517949594312,18.630576393673035
17.627546379168088,0.662659685150528
17.089748247703128,4.036478889780213
3.5582487319173204,2.397749631609951
7.222974596572568,-3.8188022786723677
7.512208611527942,9.117509797370225
12.406252926129975,18.862312698002636
4.849505364144369,1.1275544725563442
0.5921365500372477,-2.4676653777568447
-4.149037888439598,2.466539322480118
0.8486696086121777,23.29394096757539
7.606176298331096,2.627727956302097
8.14117931030777,-4.317761227254146
4.934188932485879,11.939010363257132
5.988598475861087,4.446935864434062
17.858748428772195,20.41993159043075
9.150554844437115,10.04118855682335
9.086015378011123,-2.2444183606644446
3.784528602559062,-7.646876473840352
5.674730517270978,9.161562297049059
-0.150353174191447,23.214214214456167
15.874857559840498,15.140342754617638
7.034421049695604,20.074606938090984
-2.4328748788906123,17.42234210197279
-2.5699598526144687,17.545872949992578
0.9784283668717251,20.312312026667414
16.687924507876282,-3.9973483847022004
5.372178196749877,23.78027103135864
5.859532727227519,19.860259865488164
8.335443841204787,3.5641013763224905
1.2138796782952115,-2.1806318744671245
12.403817045056998,3.938298642105842
6.514641718706594,7.46928285313966
8.066223803474886,19.928006417200333
17.55058690393885,4.6407138943988375
13.948750341561423,16.555091984364942
7.978068666445818,22.94779386780275
-0.7915267577526572,-5.316874334437081
14.570361513492324,5.694338623154895
14.405970573048156,20.84636160530763
-4.035966309395789,20.525075098875288
5.0346909016098,8.073674582682784
9.225462893600247,21.957624770902505
-5.054818724389333,6.952510601215586
10.66246834554475,15.15915917321896
10.775548803072477,-4.476697178421419
1.5338652071148404,3.009531851651749
13.4061558091661,0.3407014889581408
