x,y,label
0.14901424590336979,-0.1339544856201063,0
0.025009443057952392,0.45623890591671423,0
0.3272840282488233,0.461985842054099,0
0.6563751571503309,0.22071679598459631,0
0.19570892122023037,0.8404465214082406,0
0.26220257996178475,1.094656827162118,0
0.8726962451080642,0.9001471579637443,0
0.6956515526110272,1.3925150723850448,0
0.3910675514939767,1.5390034111384776,0
0.7611666137595595,1.3470690848416793,0
0.5258620262493392,1.9582476184604425,0
0.5916571414313087,2.171918598648783,0
0.8704534823815038,2.4725159207317384,0
0.2903694609236619,2.598167958760796,0
0.41336691797639924,1.993068767878004,0
0.828644742367325,2.238730257477777,0
0.7599703984485975,2.777160006354755,0
1.2245826677368146,2.86776705695772,0
0.9243899787111771,2.947135551824427,0
0.8395948243762605,4.015089729696736,0
1.769469298862622,3.0845510042831594,0
1.328530511449503,3.295092951090804,0
1.4830105964111486,3.268707235315297,0
1.1018164125500423,3.192827463942432,0
1.4324147844658324,2.904486772610345,0
1.6954951121456545,3.215162520261704,0
1.3834089954153117,2.730826391757631,0
1.907905207555012,2.853738154523468,0
1.6814929284849767,2.7283594725977354,0
1.840665143931943,2.8350151577715095,0
1.8141500186104145,3.4289151269370723,0
2.6168341910412227,2.0863184698232677,0
2.1235903016764692,2.7526613542202663,0
1.8768149238203868,1.9519992557906742,0
2.5073804095474217,2.1725010149161696,0
1.9608525743344658,2.508806103809356,0
2.4562534812365073,2.059802219041397,0
1.8721820989804556,1.5665747668996524,0
2.128116054884167,1.516335381250759,0
2.652118973723741,1.7681849348188972,0
2.8810893103709345,1.1716618773266765,0
2.7774485541386107,1.2760297080256788,0
2.757832318474455,1.0397319819481508,0
2.768684427923448,0.6410143369440268,0
2.481947672899315,1.2864151071771601,0
2.776039740900438,0.6373025052239275,0
2.9202901055402224,-0.3584969677836164,0
3.442107138103141,0.10580054819000731,0
3.294544690517313,-0.3480735964126081,0
2.7290358904472614,-0.09254874193682316,0
3.4216618612838277,-0.7832369625856814,0
3.2754007197498023,-0.7746931255109506,0
3.2543375371922174,-0.7802961072778136,0
3.7074057573455734,-0.8594681255765455,0
3.899691460851406,-1.661740139469407,0
3.9362643732467877,-1.5787059643767367,0
3.4716038139544447,-1.791010527560705,0
3.6970940915751798,-2.007412000748545,0
3.955725567160921,-1.4366583971991014,0
4.215498809285867,-1.9909922956687685,0
3.8455717332048804,-2.6276087952037157,0
4.00011504496863,-2.1009016979288537,0
3.790400979175275,-1.8560291088491299,0
3.8299282175621894,-2.288336633187971,0
4.499036684913958,-3.1478062253587957,0
4.728639680176253,-2.9192882227202,0
4.366653368540214,-2.4637086937454082,0
4.7558050077912295,-3.1132798922955756,0
4.62972467934722,-2.812210454083029,0
4.3941866788607005,-2.744327403771715,0
4.762630020304069,-3.2730036162872294,0
5.182111042000644,-3.017753996047671,0
4.776440993737176,-3.9639915935642622,0
5.3230706356236706,-3.2774223865838263,0
4.134242741061853,-3.0112459771282123,0
5.2332257570106515,-3.262207695439491,0
5.079257859578843,-2.3377846930267077,0
5.0299302673769395,-3.183690734029012,0
5.213649438886659,-2.801628772443501,0
4.656339264955048,-2.5335629992471507,0
5.25319710639337,-2.032203476750558,0
5.492721177607455,-2.7762530927579214,0
5.8954443529856935,-1.867089276474269,0
5.363083807490452,-2.073719491543564,0
5.342505525513898,-2.222815424374004,0
5.5010152267158015,-1.6327835328372688,0
5.992651708511092,-1.5469203130368363,0
5.883145139507683,-1.614826999011594,0
5.692080478888974,-1.2356046345879692,0
6.0714775033624,-1.1883698348989866,0
6.013109271642113,-0.8502103196573397,0
6.341068237406875,-0.4932084098710074,0
5.906347545493111,-0.020567296459008066,0
6.085153563086294,-0.6700481894355066,0
6.132308494535285,0.5401952819039986,0
5.877375189444605,-0.4859116093638706,0
6.471754490412921,0.2531680112767754,0
6.527723722356822,0.6728675032479852,0
6.517429911104902,0.7761451725478298,0
6.512008467508927,0.6974556672865346,0
6.224262118315655,1.0103390807332746,0
6.589168477510479,1.1086449796873237,0
6.679036452791364,1.2579525087806909,0
6.607656360392216,1.8615188508151812,0
6.866442561068207,1.8785192209057628,0
7.102532265021679,1.720489950481421,0
7.613661511749785,2.3466693724794143,0
7.166667818645485,2.308228258383738,0
7.258048325422071,2.589353083055777,0
7.2249381668847,2.6534741160474757,0
6.738129310434144,2.324086669156356,0
7.3722952457984,2.5015611143753147,0
7.464807204824781,2.9788364021778,0
8.252199508997366,3.0106191638362363,0
7.522007319226751,2.8816022626607913,0
7.73666854477048,2.9706737467028983,0
7.702279544568131,3.353405562920067,0
7.428578397603152,2.8141399748927913,0
8.188517386652826,3.1640256035801424,0
8.13773918551366,2.934266679083636,0
8.215957593229849,2.9114132588323502,0
7.772320506087821,3.2749893381230546,0
8.532463769216381,3.1486039573063507,0
7.757558890507174,3.0878349293015868,0
8.420660070894249,3.1656616430066227,0
8.968228363906466,2.698296388062421,0
8.080419512033574,2.8026621027418064,0
8.274179824101257,2.399595940974884,0
8.540453285917689,2.4735101877918204,0
8.426003913565845,2.210300692592898,0
8.178336313890174,2.1415855984548706,0
8.73059296906113,2.144841776914504,0
8.457821695910797,1.565947026006393,0
8.98507927262849,2.2762431169180584,0
8.633663006577104,1.176550379174544,0
9.440959331761814,0.9373946335163557,0
8.807491755964989,1.4666279458776024,0
9.012338022213465,1.1692910991608316,0
9.419500375695376,0.9275081381865262,0
8.872674648963596,0.7339843938351593,0
9.37666065768433,0.3446047105216188,0
9.767054236997126,-0.11963865446365626,0
8.959155173753338,-0.02712288630105965,0
9.563279035090705,-0.4521943216672991,0
9.65234244921485,-0.15459087850319864,0
9.875413205882822,-0.6873490948302001,0
9.336269864495513,-1.0841436002635214,0
9.377706827242962,-1.122476182472902,0
9.996915014262623,-1.0872126948683978,0
9.995916679956817,-1.5598892326830087,0
10.048457866499932,-1.810971728808424,0
10.14373320765457,-1.6578203305811758,0
9.902280061741235,-1.8164082289458243,0
10.242452320772392,-2.1926011659240947,0
10.327186687023003,-2.3234324164046414,0
10.091448253034796,-2.244465593445707,0
10.931974765195443,-2.8702393195967666,0
10.58088102153486,-2.9690224294208787,0
10.147828829509837,-2.8620312939765236,0
10.768674694670088,-2.798551702448572,0
10.34579284442105,-2.7171806462762107,0
10.94081146002129,-2.4313616718616005,0
11.118753486010084,-2.667485849584865,0
10.591458850211657,-3.010655515107931,0
11.193165117899774,-2.99317661648453,0
11.094475290616735,-3.299826355393791,0
11.283747793943439,-3.0029640293484094,0
11.672656374150584,-3.0691042979433782,0
11.096490777962847,-2.8576076909351977,0
11.01047509686577,-3.161453134140907,0
11.036230350694668,-2.703466328227968,0
11.124830327502002,-2.3327995720318393,0
11.412931633576708,-2.746259316221117,0
11.60489647225524,-2.502135909562476,0
11.652046853018561,-2.313034571938982,0
11.88368332133967,-2.5267357198308833,0
11.705917647601543,-2.2147995986072013,0
12.204566036594674,-2.1438228275446165,0
11.7555974968854,-1.9743804111736625,0
12.71753403024298,-2.0828143455126007,0
12.155672218004904,-1.6826071219131862,0
11.777313480159824,-1.372141308231045,0
11.779681731075684,-0.9110544582628755,0
12.312179938476282,-0.8775231409985228,0
12.16688811171488,-0.3331068759900001,0
12.51461582894957,-1.0186965125193002,0
12.508875701503312,-0.33274223858199303,0
12.411544473743495,-0.3427551170935353,0
12.245843765529344,0.4576216123456269,0
12.111916446953414,-0.2424894856065469,0
-0.2519165526542328,4.005525513756866,1
-0.11332906022389884,4.702250461302257,1
-0.5041912504743264,4.495835930944287,1
0.04173969372369507,4.5287082709555335,1
0.038215135171121795,5.037313918007933,1
0.37756180298940123,4.315721020541101,1
0.5014591931889946,5.235988756256654,1
1.0282723856299203,5.577657098767476,1
0.8170370187302773,5.077964921870724,1
0.42532750398504926,6.033086387152945,1
0.3953629326885705,5.952460332604281,1
0.8789518189543374,5.879096866568072,1
0.4017948388055009,6.33743510761104,1
1.4137911640773073,6.963235200491644,1
1.2846743039466952,6.46092945478268,1
0.8565783055082054,6.594543945342415,1
0.5498793758216615,6.484841156330083,1
1.5364701802078562,6.4586779608446205,1
1.162435247791755,7.041721990895886,1
1.6346308283688864,6.602445134727659,1
0.8514463705478457,6.934753722241027,1
1.2164508947093318,6.811126025007089,1
1.4643252449202264,7.126200653991255,1
1.5433350465435018,7.097508720136777,1
1.460709960379614,7.3103295292798185,1
1.8490733149369443,6.8344668344573,1
1.4084209398272243,6.881711475530891,1
1.7524819565449223,6.631154621810779,1
1.8977732249741879,6.740680558923633,1
